message_id,sender_address,message_body,timestamp_received,reported_scam_category
MSG_0370,BZ-ALERT629,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your KYC details here: http://secure-icicidirect-portal.xyz/update,2026-05-23 01:44:00,Phishing Scam
MSG_0371,BZ-ALERT530,Your transaction of Rs. 3425 at Bhim Digital was successful.,2026-05-20 11:15:00,None
MSG_0372,BZ-PROMO305,URGENT: Your Zerodha account is BLOCKED. Re-verify your OTP details here: http://secure-zerodha-portal.xyz/update,2026-05-06 15:54:00,Phishing Scam
MSG_0373,BZ-BANK573,Thank you for using Groww gateway. Rate your transaction experience.,2026-05-28 20:24:00,None
MSG_0374,BZ-ALERT539,URGENT: Your Googlepay account is BLOCKED. Re-verify your KYC details here: http://secure-googlepay-portal.xyz/update,2026-05-06 21:31:00,Phishing Scam
MSG_0375,BZ-PROMO719,Welcome to Fyers! Your registration code is valid for 10 minutes.,2026-05-07 00:29:00,None
MSG_0376,BZ-ALERT379,URGENT: Your Bhim account is SUSPENDED. Re-verify your ACCESS details here: http://secure-bhim-portal.xyz/update,2026-05-16 03:11:00,Phishing Scam
MSG_0377,BZ-BANK891,Your transaction of Rs. 4945 at Angelone Digital was successful.,2026-05-29 16:07:00,None
MSG_0378,BZ-ALERT860,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your KYC details here: http://secure-icicidirect-portal.xyz/update,2026-05-19 00:49:00,Phishing Scam
MSG_0379,BZ-ALERT771,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-29 00:06:00,None
MSG_0380,BZ-PROMO388,URGENT: Your Fyers account is DEACTIVATED. Re-verify your KYC details here: http://secure-fyers-portal.xyz/update,2026-05-05 15:58:00,Phishing Scam
MSG_0381,BZ-PROMO368,Your transaction of Rs. 2669 at Phonepe Digital was successful.,2026-05-04 11:34:00,None
MSG_0382,BZ-ALERT644,URGENT: Your Phonepe account is BLOCKED. Re-verify your OTP details here: http://secure-phonepe-portal.xyz/update,2026-05-13 15:40:00,Phishing Scam
MSG_0383,BZ-PROMO931,"Dear customer, your monthly e-statement for your Fyers portfolio is ready.",2026-05-26 11:32:00,None
MSG_0384,BZ-BANK192,URGENT: Your Upstox account is SUSPENDED. Re-verify your PIN details here: http://secure-upstox-portal.xyz/update,2026-05-04 08:18:00,Phishing Scam
MSG_0385,BZ-BANK915,Welcome to Googlepay! Your registration code is valid for 10 minutes.,2026-05-03 01:00:00,None
MSG_0386,BZ-PROMO786,URGENT: Your Angelone account is SUSPENDED. Re-verify your PIN details here: http://secure-angelone-portal.xyz/update,2026-05-20 11:15:00,Phishing Scam
MSG_0387,BZ-TRANS184,Your transaction of Rs. 232 at Fyers Digital was successful.,2026-05-15 15:33:00,None
MSG_0388,BZ-PROMO233,URGENT: Your Paytm account is SUSPENDED. Re-verify your KYC details here: http://secure-paytm-portal.xyz/update,2026-05-29 23:36:00,Phishing Scam
MSG_0389,BZ-TRANS982,"Dear customer, your monthly e-statement for your Paytmmoney portfolio is ready.",2026-05-27 14:02:00,None
MSG_0390,BZ-TRANS853,URGENT: Your Razorpay account is SUSPENDED. Re-verify your OTP details here: http://secure-razorpay-portal.xyz/update,2026-05-28 15:48:00,Phishing Scam
MSG_0391,BZ-TRANS542,Thank you for using Groww gateway. Rate your transaction experience.,2026-05-11 14:01:00,None
MSG_0392,BZ-ALERT495,URGENT: Your Angelone account is BLOCKED. Re-verify your KYC details here: http://secure-angelone-portal.xyz/update,2026-05-30 13:04:00,Phishing Scam
MSG_0393,BZ-TRANS322,Your transaction of Rs. 1797 at Razorpay Digital was successful.,2026-05-19 15:06:00,None
MSG_0394,BZ-BANK729,URGENT: Your Zerodha account is BLOCKED. Re-verify your ACCESS details here: http://secure-zerodha-portal.xyz/update,2026-05-24 16:41:00,Phishing Scam
MSG_0395,BZ-BANK458,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-26 11:34:00,None
MSG_0396,BZ-TRANS878,URGENT: Your Groww account is BLOCKED. Re-verify your KYC details here: http://secure-groww-portal.xyz/update,2026-05-09 16:40:00,Phishing Scam
MSG_0397,BZ-PROMO282,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-28 17:36:00,None
MSG_0398,BZ-TRANS717,URGENT: Your Fyers account is SUSPENDED. Re-verify your PIN details here: http://secure-fyers-portal.xyz/update,2026-05-13 18:41:00,Phishing Scam
MSG_0399,BZ-BANK968,"Dear customer, your monthly e-statement for your Upstox portfolio is ready.",2026-05-29 23:07:00,None
MSG_0400,BZ-PROMO484,URGENT: Your Angelone account is SUSPENDED. Re-verify your KYC details here: http://secure-angelone-portal.xyz/update,2026-05-19 15:56:00,Phishing Scam
MSG_0401,BZ-PROMO615,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-03 08:28:00,None
MSG_0402,BZ-BANK760,URGENT: Your Zerodha account is SUSPENDED. Re-verify your PIN details here: http://secure-zerodha-portal.xyz/update,2026-05-31 23:37:00,Phishing Scam
MSG_0403,BZ-TRANS570,"Dear customer, your monthly e-statement for your Googlepay portfolio is ready.",2026-05-29 21:36:00,None
MSG_0404,BZ-TRANS538,URGENT: Your Bhim account is SUSPENDED. Re-verify your OTP details here: http://secure-bhim-portal.xyz/update,2026-05-09 16:18:00,Phishing Scam
MSG_0405,BZ-ALERT186,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-19 06:10:00,None
MSG_0406,BZ-ALERT614,URGENT: Your Groww account is SUSPENDED. Re-verify your ACCESS details here: http://secure-groww-portal.xyz/update,2026-05-26 13:45:00,Phishing Scam
MSG_0407,BZ-TRANS706,Your transaction of Rs. 1105 at Groww Digital was successful.,2026-05-28 01:48:00,None
MSG_0408,BZ-PROMO660,URGENT: Your Icicidirect account is DEACTIVATED. Re-verify your OTP details here: http://secure-icicidirect-portal.xyz/update,2026-05-11 03:27:00,Phishing Scam
MSG_0409,BZ-ALERT948,Thank you for using Icicidirect gateway. Rate your transaction experience.,2026-05-18 18:22:00,None
MSG_0410,BZ-PROMO126,URGENT: Your Icicidirect account is BLOCKED. Re-verify your ACCESS details here: http://secure-icicidirect-portal.xyz/update,2026-05-27 10:37:00,Phishing Scam
MSG_0411,BZ-BANK125,Your transaction of Rs. 2610 at Groww Digital was successful.,2026-05-23 03:23:00,None
MSG_0412,BZ-PROMO764,URGENT: Your Groww account is BLOCKED. Re-verify your OTP details here: http://secure-groww-portal.xyz/update,2026-05-04 07:29:00,Phishing Scam
MSG_0413,BZ-PROMO531,Welcome to Groww! Your registration code is valid for 10 minutes.,2026-05-04 17:22:00,None
MSG_0414,BZ-PROMO676,URGENT: Your Hdfcsec account is DEACTIVATED. Re-verify your PIN details here: http://secure-hdfcsec-portal.xyz/update,2026-05-17 19:43:00,Phishing Scam
MSG_0415,BZ-ALERT587,Your transaction of Rs. 676 at Fyers Digital was successful.,2026-05-17 19:00:00,None
MSG_0416,BZ-ALERT252,URGENT: Your Upstox account is DEACTIVATED. Re-verify your KYC details here: http://secure-upstox-portal.xyz/update,2026-05-31 18:51:00,Phishing Scam
MSG_0417,BZ-ALERT781,"Dear customer, your monthly e-statement for your Icicidirect portfolio is ready.",2026-05-04 09:19:00,None
MSG_0418,BZ-ALERT111,URGENT: Your Upstox account is DEACTIVATED. Re-verify your KYC details here: http://secure-upstox-portal.xyz/update,2026-05-21 03:15:00,Phishing Scam
MSG_0419,BZ-BANK494,Your transaction of Rs. 3824 at Bhim Digital was successful.,2026-05-10 04:52:00,None
MSG_0420,BZ-PROMO611,URGENT: Your Fyers account is SUSPENDED. Re-verify your OTP details here: http://secure-fyers-portal.xyz/update,2026-05-14 05:15:00,Phishing Scam
MSG_0421,BZ-TRANS149,Welcome to Paytm! Your registration code is valid for 10 minutes.,2026-05-19 22:40:00,None
MSG_0422,BZ-BANK902,URGENT: Your Paytm account is SUSPENDED. Re-verify your PIN details here: http://secure-paytm-portal.xyz/update,2026-05-24 09:37:00,Phishing Scam
MSG_0423,BZ-PROMO336,Your transaction of Rs. 3634 at Angelone Digital was successful.,2026-05-08 20:07:00,None
MSG_0424,BZ-BANK673,URGENT: Your Bhim account is BLOCKED. Re-verify your OTP details here: http://secure-bhim-portal.xyz/update,2026-05-08 21:05:00,Phishing Scam
MSG_0425,BZ-TRANS495,Thank you for using Phonepe gateway. Rate your transaction experience.,2026-05-28 21:59:00,None
MSG_0426,BZ-BANK988,URGENT: Your Zerodha account is BLOCKED. Re-verify your KYC details here: http://secure-zerodha-portal.xyz/update,2026-05-19 07:45:00,Phishing Scam
MSG_0427,BZ-ALERT497,Your transaction of Rs. 3706 at Googlepay Digital was successful.,2026-05-21 10:56:00,None
MSG_0428,BZ-ALERT854,URGENT: Your Icicidirect account is BLOCKED. Re-verify your ACCESS details here: http://secure-icicidirect-portal.xyz/update,2026-05-22 16:01:00,Phishing Scam
MSG_0429,BZ-ALERT494,Welcome to Icicidirect! Your registration code is valid for 10 minutes.,2026-05-13 07:21:00,None
MSG_0430,BZ-ALERT156,URGENT: Your Paytm account is BLOCKED. Re-verify your ACCESS details here: http://secure-paytm-portal.xyz/update,2026-05-13 16:51:00,Phishing Scam
MSG_0431,BZ-TRANS370,Thank you for using Hdfcsec gateway. Rate your transaction experience.,2026-05-23 03:30:00,None
MSG_0432,BZ-BANK787,URGENT: Your Groww account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-groww-portal.xyz/update,2026-05-05 06:29:00,Phishing Scam
MSG_0433,BZ-ALERT926,Thank you for using Googlepay gateway. Rate your transaction experience.,2026-05-13 12:27:00,None
MSG_0434,BZ-ALERT199,URGENT: Your Hdfcsec account is BLOCKED. Re-verify your OTP details here: http://secure-hdfcsec-portal.xyz/update,2026-05-06 10:11:00,Phishing Scam
MSG_0435,BZ-ALERT867,Your transaction of Rs. 4441 at Fyers Digital was successful.,2026-05-10 13:56:00,None
MSG_0436,BZ-PROMO444,URGENT: Your Angelone account is SUSPENDED. Re-verify your OTP details here: http://secure-angelone-portal.xyz/update,2026-05-11 01:18:00,Phishing Scam
MSG_0437,BZ-BANK902,"Dear customer, your monthly e-statement for your Groww portfolio is ready.",2026-05-31 19:43:00,None
MSG_0438,BZ-ALERT657,URGENT: Your Groww account is BLOCKED. Re-verify your PIN details here: http://secure-groww-portal.xyz/update,2026-05-20 03:52:00,Phishing Scam
MSG_0439,BZ-BANK398,Thank you for using Angelone gateway. Rate your transaction experience.,2026-05-30 00:00:00,None
MSG_0440,BZ-PROMO159,URGENT: Your Googlepay account is BLOCKED. Re-verify your PIN details here: http://secure-googlepay-portal.xyz/update,2026-05-28 22:16:00,Phishing Scam
MSG_0441,BZ-PROMO678,"Dear customer, your monthly e-statement for your Googlepay portfolio is ready.",2026-05-08 08:04:00,None
MSG_0442,BZ-BANK760,URGENT: Your Icicidirect account is BLOCKED. Re-verify your PIN details here: http://secure-icicidirect-portal.xyz/update,2026-05-03 13:29:00,Phishing Scam
MSG_0443,BZ-PROMO841,Welcome to Upstox! Your registration code is valid for 10 minutes.,2026-05-18 09:45:00,None
MSG_0444,BZ-ALERT475,URGENT: Your Fyers account is BLOCKED. Re-verify your ACCESS details here: http://secure-fyers-portal.xyz/update,2026-05-23 06:19:00,Phishing Scam
MSG_0445,BZ-PROMO715,Your transaction of Rs. 2496 at Razorpay Digital was successful.,2026-05-15 00:11:00,None
MSG_0446,BZ-TRANS890,URGENT: Your Hdfcsec account is DEACTIVATED. Re-verify your KYC details here: http://secure-hdfcsec-portal.xyz/update,2026-05-03 21:22:00,Phishing Scam
MSG_0447,BZ-PROMO352,Thank you for using Hdfcsec gateway. Rate your transaction experience.,2026-05-20 13:25:00,None
MSG_0448,BZ-PROMO797,URGENT: Your Paytmmoney account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-paytmmoney-portal.xyz/update,2026-05-11 08:30:00,Phishing Scam
MSG_0449,BZ-BANK528,Welcome to Icicidirect! Your registration code is valid for 10 minutes.,2026-05-23 19:59:00,None
MSG_0450,BZ-TRANS452,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-phonepe-portal.xyz/update,2026-05-03 22:22:00,Phishing Scam
MSG_0451,BZ-PROMO578,"Dear customer, your monthly e-statement for your Hdfcsec portfolio is ready.",2026-05-29 23:45:00,None
MSG_0452,BZ-TRANS369,URGENT: Your Zerodha account is SUSPENDED. Re-verify your OTP details here: http://secure-zerodha-portal.xyz/update,2026-05-27 01:54:00,Phishing Scam
MSG_0453,BZ-ALERT421,Thank you for using Phonepe gateway. Rate your transaction experience.,2026-05-15 19:11:00,None
MSG_0454,BZ-TRANS856,URGENT: Your Bhim account is SUSPENDED. Re-verify your OTP details here: http://secure-bhim-portal.xyz/update,2026-05-08 16:17:00,Phishing Scam
MSG_0455,BZ-ALERT409,"Dear customer, your monthly e-statement for your Bhim portfolio is ready.",2026-05-13 02:45:00,None
MSG_0456,BZ-PROMO739,URGENT: Your Bhim account is SUSPENDED. Re-verify your KYC details here: http://secure-bhim-portal.xyz/update,2026-05-01 03:00:00,Phishing Scam
MSG_0457,BZ-PROMO759,Your transaction of Rs. 1451 at Razorpay Digital was successful.,2026-05-08 13:39:00,None
MSG_0458,BZ-ALERT898,URGENT: Your Fyers account is SUSPENDED. Re-verify your ACCESS details here: http://secure-fyers-portal.xyz/update,2026-05-02 02:13:00,Phishing Scam
MSG_0459,BZ-ALERT845,Your transaction of Rs. 492 at Phonepe Digital was successful.,2026-05-21 14:11:00,None
MSG_0460,BZ-ALERT888,URGENT: Your Paytmmoney account is SUSPENDED. Re-verify your PIN details here: http://secure-paytmmoney-portal.xyz/update,2026-05-29 08:21:00,Phishing Scam
MSG_0461,BZ-ALERT193,Your transaction of Rs. 595 at Upstox Digital was successful.,2026-05-29 18:19:00,None
MSG_0462,BZ-PROMO309,URGENT: Your Paytm account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-paytm-portal.xyz/update,2026-05-31 10:39:00,Phishing Scam
MSG_0463,BZ-TRANS853,Welcome to Phonepe! Your registration code is valid for 10 minutes.,2026-05-04 10:37:00,None
MSG_0464,BZ-BANK229,URGENT: Your Zerodha account is BLOCKED. Re-verify your PIN details here: http://secure-zerodha-portal.xyz/update,2026-05-22 22:22:00,Phishing Scam
MSG_0465,BZ-ALERT273,Your transaction of Rs. 3815 at Icicidirect Digital was successful.,2026-05-23 07:00:00,None
MSG_0466,BZ-PROMO423,URGENT: Your Phonepe account is BLOCKED. Re-verify your KYC details here: http://secure-phonepe-portal.xyz/update,2026-05-25 04:12:00,Phishing Scam
MSG_0467,BZ-TRANS738,Welcome to Hdfcsec! Your registration code is valid for 10 minutes.,2026-05-22 00:56:00,None
MSG_0468,BZ-PROMO166,URGENT: Your Zerodha account is BLOCKED. Re-verify your KYC details here: http://secure-zerodha-portal.xyz/update,2026-05-12 12:28:00,Phishing Scam
MSG_0469,BZ-PROMO407,Your transaction of Rs. 3920 at Bhim Digital was successful.,2026-05-24 11:13:00,None
MSG_0470,BZ-BANK237,URGENT: Your Bhim account is DEACTIVATED. Re-verify your OTP details here: http://secure-bhim-portal.xyz/update,2026-05-24 02:17:00,Phishing Scam
MSG_0471,BZ-ALERT335,"Dear customer, your monthly e-statement for your Upstox portfolio is ready.",2026-05-18 04:56:00,None
MSG_0472,BZ-TRANS772,URGENT: Your Icicidirect account is BLOCKED. Re-verify your OTP details here: http://secure-icicidirect-portal.xyz/update,2026-05-21 19:10:00,Phishing Scam
MSG_0473,BZ-ALERT393,"Dear customer, your monthly e-statement for your Paytm portfolio is ready.",2026-05-17 08:18:00,None
MSG_0474,BZ-ALERT675,URGENT: Your Fyers account is SUSPENDED. Re-verify your ACCESS details here: http://secure-fyers-portal.xyz/update,2026-05-20 10:52:00,Phishing Scam
MSG_0475,BZ-BANK158,Thank you for using Razorpay gateway. Rate your transaction experience.,2026-05-07 07:10:00,None
MSG_0476,BZ-ALERT438,URGENT: Your Hdfcsec account is DEACTIVATED. Re-verify your KYC details here: http://secure-hdfcsec-portal.xyz/update,2026-05-20 03:04:00,Phishing Scam
MSG_0477,BZ-TRANS506,"Dear customer, your monthly e-statement for your Phonepe portfolio is ready.",2026-05-24 07:45:00,None
MSG_0478,BZ-BANK446,URGENT: Your Bhim account is DEACTIVATED. Re-verify your KYC details here: http://secure-bhim-portal.xyz/update,2026-05-14 15:38:00,Phishing Scam
MSG_0479,BZ-TRANS680,"Dear customer, your monthly e-statement for your Bhim portfolio is ready.",2026-05-14 14:10:00,None
MSG_0480,BZ-BANK811,URGENT: Your Paytmmoney account is SUSPENDED. Re-verify your OTP details here: http://secure-paytmmoney-portal.xyz/update,2026-05-15 07:03:00,Phishing Scam
MSG_0481,BZ-BANK113,Your transaction of Rs. 1607 at Icicidirect Digital was successful.,2026-05-02 15:44:00,None
MSG_0482,BZ-PROMO413,URGENT: Your Paytm account is BLOCKED. Re-verify your ACCESS details here: http://secure-paytm-portal.xyz/update,2026-05-17 05:47:00,Phishing Scam
MSG_0483,BZ-PROMO709,Thank you for using Icicidirect gateway. Rate your transaction experience.,2026-05-25 22:33:00,None
MSG_0484,BZ-BANK807,URGENT: Your Paytm account is SUSPENDED. Re-verify your PIN details here: http://secure-paytm-portal.xyz/update,2026-05-12 00:43:00,Phishing Scam
MSG_0485,BZ-PROMO924,Thank you for using Razorpay gateway. Rate your transaction experience.,2026-05-12 18:09:00,None
MSG_0486,BZ-BANK277,URGENT: Your Razorpay account is SUSPENDED. Re-verify your PIN details here: http://secure-razorpay-portal.xyz/update,2026-05-24 20:39:00,Phishing Scam
MSG_0487,BZ-ALERT675,Your transaction of Rs. 4680 at Razorpay Digital was successful.,2026-05-19 02:46:00,None
MSG_0488,BZ-PROMO547,URGENT: Your Bhim account is BLOCKED. Re-verify your PIN details here: http://secure-bhim-portal.xyz/update,2026-05-11 08:15:00,Phishing Scam
MSG_0489,BZ-PROMO862,Welcome to Phonepe! Your registration code is valid for 10 minutes.,2026-05-10 02:47:00,None
MSG_0490,BZ-ALERT753,URGENT: Your Fyers account is SUSPENDED. Re-verify your PIN details here: http://secure-fyers-portal.xyz/update,2026-05-29 06:43:00,Phishing Scam
MSG_0491,BZ-TRANS295,Thank you for using Icicidirect gateway. Rate your transaction experience.,2026-05-12 03:55:00,None
MSG_0492,BZ-ALERT611,URGENT: Your Zerodha account is BLOCKED. Re-verify your OTP details here: http://secure-zerodha-portal.xyz/update,2026-05-27 04:27:00,Phishing Scam
MSG_0493,BZ-PROMO349,Thank you for using Bhim gateway. Rate your transaction experience.,2026-05-27 05:56:00,None
MSG_0494,BZ-TRANS920,URGENT: Your Phonepe account is DEACTIVATED. Re-verify your ACCESS details here: http://secure-phonepe-portal.xyz/update,2026-05-16 08:13:00,Phishing Scam
MSG_0495,BZ-BANK876,Welcome to Groww! Your registration code is valid for 10 minutes.,2026-05-01 11:47:00,None
MSG_0496,BZ-PROMO602,URGENT: Your Googlepay account is BLOCKED. Re-verify your OTP details here: http://secure-googlepay-portal.xyz/update,2026-05-12 12:43:00,Phishing Scam
MSG_0497,BZ-TRANS504,"Dear customer, your monthly e-statement for your Bhim portfolio is ready.",2026-05-04 01:08:00,None
MSG_0498,BZ-PROMO896,URGENT: Your Googlepay account is SUSPENDED. Re-verify your PIN details here: http://secure-googlepay-portal.xyz/update,2026-05-14 17:13:00,Phishing Scam
MSG_0499,BZ-PROMO286,Welcome to Bhim! Your registration code is valid for 10 minutes.,2026-05-30 02:10:00,None
MSG_0500,BZ-ALERT207,URGENT: Your Googlepay account is SUSPENDED. Re-verify your KYC details here: http://secure-googlepay-portal.xyz/update,2026-05-28 19:31:00,Phishing Scam
MSG_0501,BZ-ALERT427,Your transaction of Rs. 4938 at Paytm Digital was successful.,2026-05-24 20:37:00,None
